,motif,score,task
14536,HNF4,-0.0026600912679,"K562, real motif"
14537,HNF4,-0.000599711958785,"K562, real motif"
14538,HNF4,-0.00457637710497,"K562, real motif"
14539,HNF4,-0.00172070786357,"K562, real motif"
14540,HNF4,-0.00387618714012,"K562, real motif"
14541,HNF4,-0.00216363905929,"K562, real motif"
14542,HNF4,-0.000304020039039,"K562, real motif"
14543,HNF4,0.00329311215319,"K562, real motif"
14544,HNF4,-0.00107905140612,"K562, real motif"
14545,HNF4,-0.000848319323268,"K562, real motif"
14546,HNF4,-0.000429736217484,"K562, real motif"
14547,HNF4,-0.000205106873182,"K562, real motif"
14548,HNF4,-0.00450644595549,"K562, real motif"
14549,HNF4,0.000792132865172,"K562, real motif"
14550,HNF4,-0.00196777214296,"K562, real motif"
14551,HNF4,0.000965001294389,"K562, real motif"
14552,HNF4,-0.0003221197112,"K562, real motif"
14553,HNF4,-0.00183992262464,"K562, real motif"
14554,HNF4,0.000486091623316,"K562, real motif"
14555,HNF4,-0.00133608153556,"K562, real motif"
14556,HNF4,-0.00169910443947,"K562, real motif"
14557,HNF4,0.00429045362398,"K562, real motif"
14558,HNF4,-0.000330232229317,"K562, real motif"
14559,HNF4,-0.000285618909402,"K562, real motif"
14560,HNF4,0.00226170080714,"K562, real motif"
14561,HNF4,0.00119660492055,"K562, real motif"
14562,HNF4,0.00272376835346,"K562, real motif"
14563,HNF4,0.00628611957654,"K562, real motif"
14564,HNF4,0.0045684655197,"K562, real motif"
14565,HNF4,0.003995324485,"K562, real motif"
14566,HNF4,0.00626401463524,"K562, real motif"
14567,HNF4,0.00493261124939,"K562, real motif"
14568,HNF4,0.00946028064936,"K562, real motif"
14569,HNF4,0.00500789284706,"K562, real motif"
14570,HNF4,0.00320709007792,"K562, real motif"
14571,HNF4,0.00770319951698,"K562, real motif"
14572,HNF4,0.0043547754176,"K562, real motif"
14573,HNF4,0.00701282313094,"K562, real motif"
14574,HNF4,0.0042405272834,"K562, real motif"
14575,HNF4,0.00522248679772,"K562, real motif"
14576,HNF4,0.00588258728385,"K562, real motif"
14577,HNF4,0.00554707506672,"K562, real motif"
14578,HNF4,0.00696866586804,"K562, real motif"
14579,HNF4,-0.00473009189591,"K562, real motif"
14580,HNF4,-0.0060941609554,"K562, real motif"
14581,HNF4,-0.00631251744926,"K562, real motif"
14582,HNF4,-0.0129101872444,"K562, real motif"
14583,HNF4,-0.00698496075347,"K562, real motif"
14584,HNF4,-0.0117181586102,"K562, real motif"
14585,HNF4,-0.0107227414846,"K562, real motif"
14586,HNF4,-0.00887542404234,"K562, real motif"
14587,HNF4,-0.00696882186458,"K562, real motif"
14588,HNF4,-0.00744141219184,"K562, real motif"
14589,HNF4,-0.00656128162518,"K562, real motif"
14590,HNF4,-0.00909274164587,"K562, real motif"
14591,HNF4,-0.00692331185564,"K562, real motif"
14592,HNF4,-0.00490992842242,"K562, real motif"
14593,HNF4,-0.0094895446673,"K562, real motif"
14594,HNF4,-0.00822552572936,"K562, real motif"
14595,HNF4,-0.00555796688423,"K562, real motif"
14596,HNF4,-0.00556503748521,"K562, real motif"
14597,HNF4,-0.00847605895251,"K562, real motif"
14598,HNF4,-0.00450954865664,"K562, real motif"
14599,HNF4,-0.00361551507376,"K562, real motif"
14600,HNF4,0.00332152587362,"K562, real motif"
14601,HNF4,0.00428861891851,"K562, real motif"
14602,HNF4,0.00683997059241,"K562, real motif"
14603,HNF4,0.00555599248037,"K562, real motif"
14604,HNF4,0.00365187623538,"K562, real motif"
14605,HNF4,0.0013178777881,"K562, real motif"
14606,HNF4,0.00596221163869,"K562, real motif"
14607,HNF4,0.00479199830443,"K562, real motif"
14608,HNF4,-0.00182268337812,"K562, real motif"
14609,HNF4,0.00460763927549,"K562, real motif"
14610,HNF4,-0.000173842461663,"K562, real motif"
14611,HNF4,0.0026847217232,"K562, real motif"
14612,HNF4,0.00348605285399,"K562, real motif"
14613,HNF4,0.00623641489074,"K562, real motif"
14614,HNF4,-0.00456568645313,"K562, real motif"
14615,HNF4,-0.00567086273804,"K562, real motif"
14616,HNF4,-0.00296572293155,"K562, real motif"
14617,HNF4,-0.00563971139491,"K562, real motif"
14618,HNF4,-0.00729842996225,"K562, real motif"
14619,HNF4,-0.00295332376845,"K562, real motif"
14620,HNF4,-0.00561595335603,"K562, real motif"
14621,HNF4,-0.00494401203468,"K562, real motif"
14622,HNF4,-0.00243060826324,"K562, real motif"
14623,HNF4,-0.0045995246619,"K562, real motif"
14624,HNF4,-0.00526415137574,"K562, real motif"
14625,HNF4,-0.0060864482075,"K562, real motif"
14626,HNF4,-0.00540953176096,"K562, real motif"
14627,HNF4,-0.00468940706924,"K562, real motif"
14628,HNF4,-0.00341897387989,"K562, real motif"
14629,HNF4,-0.00164549611509,"K562, real motif"
14630,HNF4,-0.0081000905484,"K562, real motif"
14631,HNF4,-0.00263206847012,"K562, real motif"
14632,HNF4,-0.00456451950595,"K562, real motif"
14633,HNF4,-0.00576534261927,"K562, real motif"
14634,HNF4,-0.00226400629617,"K562, real motif"
14635,HNF4,-0.00221349555068,"K562, real motif"
14636,HNF4,-0.00599111104384,"K562, real motif"
14637,HNF4,-0.000931555579882,"K562, real motif"
14638,HNF4,-0.00516121136025,"K562, real motif"
14639,HNF4,-0.00283596082591,"K562, real motif"
14640,HNF4,-0.00315712601878,"K562, real motif"
14641,HNF4,-0.000249948207056,"K562, real motif"
14642,HNF4,-0.0108970189467,"K562, real motif"
14643,HNF4,-0.00231137336232,"K562, real motif"
14644,HNF4,-0.000845736998599,"K562, real motif"
14645,HNF4,-0.00234268489294,"K562, real motif"
14646,HNF4,-0.00261365273036,"K562, real motif"
14647,HNF4,-0.00206181057729,"K562, real motif"
14648,HNF4,-0.00207513244823,"K562, real motif"
14649,HNF4,-0.00317960209213,"K562, real motif"
14650,HNF4,-0.00270121917129,"K562, real motif"
14651,HNF4,0.000221821479499,"K562, real motif"
14652,HNF4,-0.0024712595623,"K562, real motif"
14653,HNF4,0.000271552242339,"K562, real motif"
14654,HNF4,-0.00128293235321,"K562, real motif"
14655,HNF4,-0.00345833320171,"K562, real motif"
14656,HNF4,-0.00372205954045,"K562, real motif"
14657,HNF4,-0.000863490335178,"K562, real motif"
14658,HNF4,-0.0030672212597,"K562, real motif"
14659,HNF4,-0.000375324510969,"K562, real motif"
14660,HNF4,-0.00256248214282,"K562, real motif"
14661,HNF4,-0.00263263913803,"K562, real motif"
14662,HNF4,0.00119408837054,"K562, real motif"
14663,HNF4,0.00413013296202,"K562, real motif"
14664,HNF4,0.00335593894124,"K562, real motif"
14665,HNF4,0.00439542671666,"K562, real motif"
14666,HNF4,0.00392886344343,"K562, real motif"
14667,HNF4,0.00288036395796,"K562, real motif"
14668,HNF4,0.00372046302073,"K562, real motif"
14669,HNF4,0.00654208287597,"K562, real motif"
14670,HNF4,0.00339267868549,"K562, real motif"
14671,HNF4,0.00451912824064,"K562, real motif"
14672,HNF4,0.00428209407255,"K562, real motif"
14673,HNF4,0.00465089315549,"K562, real motif"
14674,HNF4,0.00515131186694,"K562, real motif"
14675,HNF4,0.00328715122305,"K562, real motif"
14676,HNF4,0.00330548919737,"K562, real motif"
14677,HNF4,0.00735642714426,"K562, real motif"
14678,HNF4,0.00492352060974,"K562, real motif"
14679,HNF4,0.00700782798231,"K562, real motif"
14680,HNF4,0.00368706416339,"K562, real motif"
14681,HNF4,0.00513565493748,"K562, real motif"
14682,HNF4,0.00509077543393,"K562, real motif"
14683,HNF4,0.00517716584727,"K562, real motif"
14684,HNF4,0.00456007709727,"K562, real motif"
14685,HNF4,-0.00308456155472,"K562, real motif"
14686,HNF4,-0.00715005770326,"K562, real motif"
14687,HNF4,0.00053219840629,"K562, real motif"
14688,HNF4,-0.00589688681066,"K562, real motif"
14689,HNF4,-0.00504316622391,"K562, real motif"
14690,HNF4,-0.00478439452127,"K562, real motif"
14691,HNF4,-0.00119456765242,"K562, real motif"
14692,HNF4,-0.00720682414249,"K562, real motif"
14693,HNF4,-0.00160049460828,"K562, real motif"
14694,HNF4,-0.00101481075399,"K562, real motif"
14695,HNF4,-0.00754062458873,"K562, real motif"
14696,HNF4,-0.000965442217421,"K562, real motif"
14697,HNF4,-0.000846956681926,"K562, real motif"
14698,HNF4,-0.00365067902021,"K562, real motif"
14699,HNF4,2.92489608e-06,"K562, real motif"
14700,HNF4,-0.0025289549958,"K562, real motif"
14701,HNF4,-0.00353828701191,"K562, real motif"
14702,HNF4,-0.00408120499924,"K562, real motif"
14703,HNF4,-0.00425676023588,"K562, real motif"
14704,HNF4,-0.00177616346627,"K562, real motif"
14705,HNF4,-9.64791979641e-05,"K562, real motif"
14706,HNF4,-0.00986271072179,"K562, real motif"
14707,HNF4,-0.00642434647307,"K562, real motif"
14708,HNF4,-0.00863588601351,"K562, real motif"
14709,HNF4,-0.00730770034716,"K562, real motif"
14710,HNF4,-0.00773820094764,"K562, real motif"
14711,HNF4,-0.0078267743811,"K562, real motif"
14712,HNF4,-0.00770759629086,"K562, real motif"
14713,HNF4,-0.00870729703456,"K562, real motif"
14714,HNF4,-0.0064350203611,"K562, real motif"
14715,HNF4,-0.0091723324731,"K562, real motif"
14716,HNF4,-0.00915408693254,"K562, real motif"
14717,HNF4,-0.00913223996758,"K562, real motif"
14718,HNF4,-0.00906982924789,"K562, real motif"
14719,HNF4,-0.0114256804809,"K562, real motif"
14720,HNF4,-0.00560508156195,"K562, real motif"
14721,HNF4,-0.00949678104371,"K562, real motif"
14722,HNF4,-0.0090286238119,"K562, real motif"
14723,HNF4,-0.00779829127714,"K562, real motif"
14724,HNF4,-0.00542681245133,"K562, real motif"
14725,HNF4,-0.00703978585079,"K562, real motif"
14726,HNF4,-0.00361012853682,"K562, real motif"
14727,HNF4,-0.0102662267163,"K562, real motif"
14728,HNF4,-0.00753912469372,"K562, real motif"
14729,HNF4,-0.00699106277898,"K562, real motif"
14730,HNF4,-0.00267715402879,"K562, real motif"
14731,HNF4,-0.00101579912007,"K562, real motif"
14732,HNF4,-0.00503021851182,"K562, real motif"
14733,HNF4,-0.00500618480146,"K562, real motif"
14734,HNF4,-0.00422116415575,"K562, real motif"
14735,HNF4,-0.00656591868028,"K562, real motif"
14736,HNF4,-0.00385246030055,"K562, real motif"
14737,HNF4,-0.00546154938638,"K562, real motif"
14738,HNF4,-0.00483189197257,"K562, real motif"
14739,HNF4,-0.00471313623711,"K562, real motif"
14740,HNF4,-0.00275048916228,"K562, real motif"
14741,HNF4,-0.00417908234522,"K562, real motif"
14742,HNF4,-0.00387584976852,"K562, real motif"
14743,HNF4,-0.00561853917316,"K562, real motif"
14744,HNF4,-0.00114231987391,"K562, real motif"
14745,HNF4,-0.00629930989817,"K562, real motif"
14746,HNF4,-0.00107746815775,"K562, real motif"
14747,HNF4,-0.00455196993425,"K562, real motif"
14748,HNF4,-0.0056934109889,"K562, real motif"
14749,HNF4,-0.00197613681667,"K562, real motif"
14750,HNF4,-0.00203412515111,"K562, real motif"
14751,HNF4,-0.00252502574585,"K562, real motif"
14752,HNF4,-0.00375499110669,"K562, real motif"
14753,HNF4,-0.0025647203438,"K562, real motif"
14754,HNF4,-0.00324238161556,"K562, real motif"
14755,HNF4,-0.00362870586105,"K562, real motif"
14756,HNF4,-0.00288875517435,"K562, real motif"
14757,HNF4,-0.000983517966233,"K562, real motif"
14758,HNF4,0.00121814350132,"K562, real motif"
14759,HNF4,0.00542137073353,"K562, real motif"
14760,HNF4,0.00614437600598,"K562, real motif"
14761,HNF4,0.00486106239259,"K562, real motif"
14762,HNF4,0.00667572906241,"K562, real motif"
14763,HNF4,0.00288616027683,"K562, real motif"
14764,HNF4,0.00255635078065,"K562, real motif"
14765,HNF4,0.00231327419169,"K562, real motif"
14766,HNF4,0.00159238744527,"K562, real motif"
14767,HNF4,-0.00130918866489,"K562, real motif"
14768,HNF4,-0.00144888518844,"K562, real motif"
14769,HNF4,-0.00109864200931,"K562, real motif"
14770,HNF4,-0.000251235294854,"K562, real motif"
14771,HNF4,0.000214287501876,"K562, real motif"
14772,HNF4,-0.000236170992139,"K562, real motif"
14773,HNF4,-0.0017893431941,"K562, real motif"
14774,HNF4,-0.0022749863565,"K562, real motif"
14775,HNF4,-0.00229029566981,"K562, real motif"
14776,HNF4,-0.00135707238223,"K562, real motif"
14777,HNF4,0.000347422581399,"K562, real motif"
14778,HNF4,-0.00262951781042,"K562, real motif"
14779,HNF4,0.000957938842475,"K562, real motif"
14780,HNF4,0.00217153178528,"K562, real motif"
14781,HNF4,0.000326996581862,"K562, real motif"
14782,HNF4,0.000344721222064,"K562, real motif"
14783,HNF4,0.00137853855267,"K562, real motif"
14784,HNF4,0.000177227266249,"K562, real motif"
14785,HNF4,0.00119511748198,"K562, real motif"
14786,HNF4,0.00113406032324,"K562, real motif"
14787,HNF4,0.00117210589815,"K562, real motif"
14788,HNF4,-0.000261511857389,"K562, real motif"
14789,HNF4,-0.00162668188568,"K562, real motif"
14790,HNF4,0.00110841228161,"K562, real motif"
14791,HNF4,-0.0051716985181,"K562, real motif"
14792,HNF4,-0.000369216519175,"K562, real motif"
14793,HNF4,-0.00220726034604,"K562, real motif"
14794,HNF4,-0.000875932455529,"K562, real motif"
14795,HNF4,-0.00153246463742,"K562, real motif"
14796,HNF4,-0.00144655175973,"K562, real motif"
14797,HNF4,-0.000538458407391,"K562, real motif"
14798,HNF4,-0.00139009312261,"K562, real motif"
14799,HNF4,-0.00256001460366,"K562, real motif"
14800,HNF4,0.00161492358893,"K562, real motif"
14801,HNF4,-2.56143594015e-05,"K562, real motif"
14802,HNF4,0.000679396966007,"K562, real motif"
14803,HNF4,-0.0020995058585,"K562, real motif"
14804,HNF4,-0.00365266017616,"K562, real motif"
14805,HNF4,0.00127095112111,"K562, real motif"
14806,HNF4,-0.00256898324005,"K562, real motif"
14807,HNF4,-0.000986419967376,"K562, real motif"
14808,HNF4,-0.0035767799709,"K562, real motif"
14809,HNF4,0.00199626991525,"K562, real motif"
14810,HNF4,-0.00113865640014,"K562, real motif"
14811,HNF4,-0.00154838373419,"K562, real motif"
14812,HNF4,0.0022289219778,"K562, real motif"
14813,HNF4,-0.00185769889504,"K562, real motif"
14814,HNF4,-0.00183458148967,"K562, real motif"
14815,HNF4,0.000788483128417,"K562, real motif"
14816,HNF4,-0.00358574395068,"K562, real motif"
14817,HNF4,-0.00663112476468,"K562, real motif"
14818,HNF4,-0.00531329214573,"K562, real motif"
14819,HNF4,-0.00609521614388,"K562, real motif"
14820,HNF4,-0.00542153418064,"K562, real motif"
14821,HNF4,-0.00402246089652,"K562, real motif"
14822,HNF4,-0.000963937025517,"K562, real motif"
14823,HNF4,-0.00294461473823,"K562, real motif"
14824,HNF4,-0.00291552301496,"K562, real motif"
14825,HNF4,-0.0034925036598,"K562, real motif"
14826,HNF4,-0.00409754971042,"K562, real motif"
14827,HNF4,-0.00482646236196,"K562, real motif"
14828,HNF4,-0.00166756426916,"K562, real motif"
14829,HNF4,-0.00244176690467,"K562, real motif"
14830,HNF4,-0.00241499510594,"K562, real motif"
14831,HNF4,-0.0064567993395,"K562, real motif"
14832,HNF4,-0.00220955489203,"K562, real motif"
14833,HNF4,-0.00489536626264,"K562, real motif"
14834,HNF4,-0.00684409216046,"K562, real motif"
14835,HNF4,-0.000724952376913,"K562, real motif"
14836,HNF4,-0.00483076786622,"K562, real motif"
14837,HNF4,-0.00422754557803,"K562, real motif"
14838,HNF4,-0.00197949889116,"K562, real motif"
14839,HNF4,-0.00480779074132,"K562, real motif"
14840,HNF4,-0.00102175038774,"K562, real motif"
14841,HNF4,-0.00326019269414,"K562, real motif"
14842,HNF4,0.00362436380237,"K562, real motif"
14843,HNF4,0.0054567172192,"K562, real motif"
14844,HNF4,0.00507314922288,"K562, real motif"
14845,HNF4,0.00617134198546,"K562, real motif"
14846,HNF4,0.00492499442771,"K562, real motif"
14847,HNF4,0.00786432716995,"K562, real motif"
14848,HNF4,0.00616456754506,"K562, real motif"
14849,HNF4,0.00673041492701,"K562, real motif"
14850,HNF4,0.0100765638053,"K562, real motif"
14851,HNF4,0.00906454306096,"K562, real motif"
14852,HNF4,0.00923315342516,"K562, real motif"
14853,HNF4,0.0115059157833,"K562, real motif"
14854,HNF4,0.00870814640075,"K562, real motif"
14855,HNF4,0.00647334894165,"K562, real motif"
14856,HNF4,-0.00472011696547,"K562, real motif"
14857,HNF4,-0.00486429454759,"K562, real motif"
14858,HNF4,-0.00622574100271,"K562, real motif"
14859,HNF4,-0.00346569344401,"K562, real motif"
14860,HNF4,-0.00188049592543,"K562, real motif"
14861,HNF4,-0.00439456151798,"K562, real motif"
14862,HNF4,-0.00406296597794,"K562, real motif"
14863,HNF4,-0.00459904316813,"K562, real motif"
14864,HNF4,-0.00348405702971,"K562, real motif"
14865,HNF4,-0.00626487797126,"K562, real motif"
14866,HNF4,-0.00483279814944,"K562, real motif"
14867,HNF4,-0.00751943001524,"K562, real motif"
14868,HNF4,-0.000732113781851,"K562, real motif"
14869,HNF4,-0.00233210949227,"K562, real motif"
14870,HNF4,-0.00247905799188,"K562, real motif"
14871,HNF4,-0.00505119934678,"K562, real motif"
14872,HNF4,-0.00568389520049,"K562, real motif"
14873,HNF4,-0.00413754442707,"K562, real motif"
14874,HNF4,-0.00596499955282,"K562, real motif"
14875,HNF4,-0.00391859887168,"K562, real motif"
14876,HNF4,-0.000534699938726,"K562, real motif"
14877,HNF4,0.00497830333188,"K562, real motif"
14878,HNF4,0.00476171309128,"K562, real motif"
14879,HNF4,0.00476041575894,"K562, real motif"
14880,HNF4,0.00599633669481,"K562, real motif"
14881,HNF4,0.00426283525303,"K562, real motif"
14882,HNF4,0.00363931129687,"K562, real motif"
14883,HNF4,0.00324088986963,"K562, real motif"
14884,HNF4,0.00475217821077,"K562, real motif"
14885,HNF4,0.00609816005453,"K562, real motif"
14886,HNF4,0.00338171608746,"K562, real motif"
14887,HNF4,0.00566114671528,"K562, real motif"
14888,HNF4,0.00196006614715,"K562, real motif"
14889,HNF4,0.00452033709735,"K562, real motif"
14890,HNF4,0.00727762049064,"K562, real motif"
14891,HNF4,0.00207669986412,"K562, real motif"
14892,HNF4,-0.00213511008769,"K562, real motif"
14893,HNF4,-0.00510152196512,"K562, real motif"
14894,HNF4,-0.00293228239752,"K562, real motif"
14895,HNF4,-0.00342251663096,"K562, real motif"
14896,HNF4,-0.00359930214472,"K562, real motif"
14897,HNF4,-0.00378584559076,"K562, real motif"
14898,HNF4,-0.00533532118425,"K562, real motif"
14899,HNF4,-0.00374650885351,"K562, real motif"
14900,HNF4,-0.00356960739009,"K562, real motif"
14901,HNF4,-0.00414788397029,"K562, real motif"
14902,HNF4,-0.00514640891925,"K562, real motif"
14903,HNF4,-0.00436582416296,"K562, real motif"
14904,HNF4,-0.0053182002157,"K562, real motif"
14905,HNF4,-0.00142534449697,"K562, real motif"
14906,HNF4,-0.00425662146881,"K562, real motif"
14907,HNF4,-0.00251906597987,"K562, real motif"
14908,HNF4,-0.00206242268905,"K562, real motif"
14909,HNF4,-0.00259275361896,"K562, real motif"
14910,HNF4,-0.00365507905371,"K562, real motif"
14911,HNF4,-0.00258732610382,"K562, real motif"
14912,HNF4,-0.00454148324206,"K562, real motif"
14913,HNF4,-0.00593503564596,"K562, real motif"
14914,HNF4,-0.00187384395394,"K562, real motif"
14915,HNF4,6.79653976476e-06,"K562, real motif"
14916,HNF4,-0.00181745865848,"K562, real motif"
14917,HNF4,0.000454155117041,"K562, real motif"
14918,HNF4,-0.00383706274442,"K562, real motif"
14919,HNF4,0.00113502680324,"K562, real motif"
14920,HNF4,-0.0048140338622,"K562, real motif"
14921,HNF4,-0.00369463674724,"K562, real motif"
14922,HNF4,0.000774468760937,"K562, real motif"
14923,HNF4,0.00226192199625,"K562, real motif"
14924,HNF4,3.91827597923e-05,"K562, real motif"
14925,HNF4,0.00206354004331,"K562, real motif"
14926,HNF4,0.00134677474853,"K562, real motif"
14927,HNF4,0.0037434224505,"K562, real motif"
14928,HNF4,0.000150645457325,"K562, real motif"
14929,HNF4,0.00375209376216,"K562, real motif"
14930,HNF4,0.00043912496767,"K562, real motif"
14931,HNF4,0.00237281364389,"K562, real motif"
14932,HNF4,0.00347882509232,"K562, real motif"
14933,HNF4,0.00424510007724,"K562, real motif"
14934,HNF4,0.00268618017435,"K562, real motif"
14935,HNF4,0.00188900472131,"K562, real motif"
14936,HNF4,0.000770133920014,"K562, real motif"
14937,HNF4,0.00108321837615,"K562, real motif"
14938,HNF4,0.00107454520185,"K562, real motif"
14939,HNF4,0.00176182959694,"K562, real motif"
14940,HNF4,0.00155553489458,"K562, real motif"
14941,HNF4,0.00514890765771,"K562, real motif"
14942,HNF4,0.00254135788418,"K562, real motif"
14943,HNF4,-0.00058047514176,"K562, real motif"
14944,HNF4,0.00288008060306,"K562, real motif"
14945,HNF4,0.00114272104111,"K562, real motif"
14946,HNF4,0.000704950245563,"K562, real motif"
14947,HNF4,0.00124092726037,"K562, real motif"
14948,HNF4,0.00780463078991,"K562, real motif"
14949,HNF4,0.00232280907221,"K562, real motif"
14950,HNF4,0.000168685030076,"K562, real motif"
14951,HNF4,0.00524717336521,"K562, real motif"
14952,HNF4,0.00408727768809,"K562, real motif"
14953,HNF4,0.00445416383445,"K562, real motif"
14954,HNF4,0.00378857553005,"K562, real motif"
14955,HNF4,0.00472501292825,"K562, real motif"
14956,HNF4,0.00446158042178,"K562, real motif"
14957,HNF4,0.00975659117103,"K562, real motif"
14958,HNF4,0.0123044252396,"K562, real motif"
14959,HNF4,0.00185553729534,"K562, real motif"
14960,HNF4,0.00520850485191,"K562, real motif"
14961,HNF4,0.00270397192799,"K562, real motif"
14962,HNF4,0.00615936657414,"K562, real motif"
14963,HNF4,-0.0031053237617,"K562, real motif"
14964,HNF4,-0.00471992092207,"K562, real motif"
14965,HNF4,-0.00600822875276,"K562, real motif"
14966,HNF4,-0.00653203437105,"K562, real motif"
14967,HNF4,0.000233537677559,"K562, real motif"
14968,HNF4,-0.00388719583862,"K562, real motif"
14969,HNF4,-0.0034557657782,"K562, real motif"
14970,HNF4,-0.00446064444259,"K562, real motif"
14971,HNF4,0.00357106607407,"K562, real motif"
14972,HNF4,-0.00335675291717,"K562, real motif"
14973,HNF4,-0.00806597713381,"K562, real motif"
14974,HNF4,-0.00158041913528,"K562, real motif"
14975,HNF4,-0.00264441780746,"K562, real motif"
14976,HNF4,-0.00274386932142,"K562, real motif"
14977,HNF4,-0.00304213422351,"K562, real motif"
14978,HNF4,-0.00228357687593,"K562, real motif"
14979,HNF4,-0.00269122491591,"K562, real motif"
14980,HNF4,-0.0037663995754,"K562, real motif"
14981,HNF4,0.00116060150322,"K562, real motif"
14982,HNF4,-0.00852865818888,"K562, real motif"
14983,HNF4,-0.00104620447382,"K562, real motif"
14984,HNF4,-0.00228592590429,"K562, real motif"
14985,HNF4,-0.00157809176017,"K562, real motif"
14986,HNF4,-0.0103080812842,"K562, real motif"
14987,HNF4,-0.00810354761779,"K562, real motif"
14988,HNF4,-0.00576217332855,"K562, real motif"
14989,HNF4,-0.00286862067878,"K562, real motif"
14990,HNF4,0.00163444445934,"K562, real motif"
14991,HNF4,0.0036126722116,"K562, real motif"
14992,HNF4,0.00274915806949,"K562, real motif"
14993,HNF4,0.0043150675483,"K562, real motif"
14994,HNF4,0.00571348518133,"K562, real motif"
14995,HNF4,0.00593271898106,"K562, real motif"
14996,HNF4,0.00523154670373,"K562, real motif"
14997,HNF4,0.0029756159056,"K562, real motif"
14998,HNF4,0.0050058029592,"K562, real motif"
14999,HNF4,0.00452747009695,"K562, real motif"
15000,HNF4,0.00482166791335,"K562, real motif"
15001,HNF4,0.0061344858259,"K562, real motif"
15002,HNF4,0.00430460879579,"K562, real motif"
15003,HNF4,0.0063693150878,"K562, real motif"
15004,HNF4,0.00407178234309,"K562, real motif"
15005,HNF4,0.00234219781123,"K562, real motif"
15006,HNF4,0.00653615221381,"K562, real motif"
15007,HNF4,0.00441749021411,"K562, real motif"
15008,HNF4,0.00372116453946,"K562, real motif"
15009,HNF4,0.00188501412049,"K562, real motif"
15010,HNF4,0.00477397441864,"K562, real motif"
15011,HNF4,-0.00752809271216,"K562, real motif"
15012,HNF4,-0.00587005587295,"K562, real motif"
15013,HNF4,-0.00632881978527,"K562, real motif"
15014,HNF4,-0.00562619976699,"K562, real motif"
15015,HNF4,-0.00576172443107,"K562, real motif"
15016,HNF4,-0.00687815016136,"K562, real motif"
15017,HNF4,-0.00599912321195,"K562, real motif"
15018,HNF4,-0.004945023451,"K562, real motif"
15019,HNF4,-0.00266682938673,"K562, real motif"
15020,HNF4,-0.00492350431159,"K562, real motif"
15021,HNF4,-0.00997088011354,"K562, real motif"
15022,HNF4,-0.00396312354133,"K562, real motif"
15023,HNF4,-0.00768521614373,"K562, real motif"
15024,HNF4,-0.00881273113191,"K562, real motif"
15025,HNF4,-0.00518223736435,"K562, real motif"
15026,HNF4,-0.00896883942187,"K562, real motif"
15027,HNF4,-0.00438202125952,"K562, real motif"
15028,HNF4,-0.00583068467677,"K562, real motif"
15029,HNF4,-0.00775482133031,"K562, real motif"
15030,HNF4,-0.00476175220683,"K562, real motif"
15031,HNF4,-0.00671032397076,"K562, real motif"
15032,HNF4,-0.00274546421133,"K562, real motif"
15033,HNF4,-0.000216360611375,"K562, real motif"
15034,HNF4,-0.00183750956785,"K562, real motif"
15035,HNF4,-0.00277747656219,"K562, real motif"
15036,HNF4,0.00040401564911,"K562, real motif"
15037,HNF4,-0.000965965969954,"K562, real motif"
15038,HNF4,0.00173595140222,"K562, real motif"
15039,HNF4,-0.000828008458484,"K562, real motif"
15040,HNF4,-0.00110433215741,"K562, real motif"
15041,HNF4,-0.000576507707592,"K562, real motif"
15042,HNF4,-0.00153153762221,"K562, real motif"
15043,HNF4,-0.000501326692756,"K562, real motif"
15044,HNF4,0.000986199942417,"K562, real motif"
15045,HNF4,0.000218544155359,"K562, real motif"
15046,HNF4,0.00122989574447,"K562, real motif"
15047,HNF4,-0.00104182504583,"K562, real motif"
15048,HNF4,0.00132420938462,"K562, real motif"
15049,HNF4,0.00322078051977,"K562, real motif"
15050,HNF4,2.94408146146e-05,"K562, real motif"
15051,HNF4,-0.000862512679305,"K562, real motif"
15052,HNF4,-0.000540166918654,"K562, real motif"
15053,HNF4,0.0020003519021,"K562, real motif"
15054,HNF4,-0.000652234710287,"K562, real motif"
15055,HNF4,-0.00296392664313,"K562, real motif"
15056,HNF4,-0.000519631663337,"K562, real motif"
15057,HNF4,-0.0015701521188,"K562, real motif"
15058,HNF4,-0.00371922529303,"K562, real motif"
15059,HNF4,-0.00204053381458,"K562, real motif"
15060,HNF4,-0.00236685294658,"K562, real motif"
15061,HNF4,0.000467283913167,"K562, real motif"
15062,HNF4,-0.00220767431892,"K562, real motif"
15063,HNF4,-0.00184752733912,"K562, real motif"
15064,HNF4,-0.00162952311803,"K562, real motif"
15065,HNF4,-0.0021364223212,"K562, real motif"
15066,HNF4,-0.00257605616935,"K562, real motif"
15067,HNF4,-0.00266888109036,"K562, real motif"
15068,HNF4,-0.00484879733995,"K562, real motif"
15069,HNF4,-0.00231540645473,"K562, real motif"
15070,HNF4,-0.0058326148428,"K562, real motif"
15071,HNF4,-6.23321757303e-05,"K562, real motif"
15072,HNF4,-0.00461677694693,"K562, real motif"
15073,HNF4,-0.000617052195594,"K562, real motif"
15074,HNF4,-0.00275604706258,"K562, real motif"
15075,HNF4,-0.00241851829924,"K562, real motif"
15076,HNF4,-0.00343619729392,"K562, real motif"
15077,HNF4,-0.00463778013363,"K562, real motif"
15078,HNF4,-0.00123489566613,"K562, real motif"
15079,HNF4,-0.00135000573937,"K562, real motif"
15080,HNF4,-0.00212300638668,"K562, real motif"
